n_kejuruan,n_mat,n_por,n_agama,n_bjawa,n_bindo,n_sikap_a,mother_work_lainnya,mother_salary_sangat_rendah,father_salary_tidak_berpenghasilan,extracurricular_tidak,father_edu_smp_sederajat,father_work_buruh,mother_salary_cukup_rendah,mother_work_buruh,final_score
83,81,88,93,88,83,0,0,0,1,1,0,0,0,0,0
89,88,88,92,87,85,1,0,0,0,1,0,0,0,0,1
84,84,87,92,87,86,0,0,0,0,1,0,0,0,0,0
89,78,86,86,86,88,0,0,1,0,1,0,1,0,0,1
88,86,88,84,86,88,0,0,0,0,1,0,0,0,0,1
88,88,87,83,85,88,0,0,0,0,1,0,0,0,0,1
88,89,85,89,86,89,0,0,0,0,1,0,0,0,0,1
89,92,85,89,86,90,1,0,0,1,1,0,0,0,0,1
87,88,86,83,86,89,0,0,0,0,1,0,0,0,0,1
87,77,84,87,86,87,0,0,0,1,0,0,0,1,0,0
88,88,87,90,85,85,0,0,0,1,1,0,0,0,0,1
88,78,86,85,86,88,0,0,0,0,1,0,0,0,0,0
90,92,89,96,86,89,1,0,0,0,1,0,0,0,0,1
87,84,86,85,86,89,0,0,0,0,1,0,1,0,0,1
89,95,86,90,87,86,1,0,0,0,1,0,0,0,0,1
88,87,86,98,86,88,1,0,0,0,1,0,0,0,0,1
86,77,85,82,86,87,0,0,0,0,1,0,0,0,0,0
88,85,88,96,86,90,1,0,0,0,1,0,0,0,0,1
89,78,86,89,86,88,0,0,0,0,1,0,0,0,1,1
90,88,87,89,87,91,1,0,0,0,1,0,0,1,0,1
87,79,89,85,86,88,0,0,0,0,1,0,1,0,0,1
86,78,86,89,86,88,0,0,0,0,1,0,0,0,0,1
88,81,86,97,86,87,1,0,0,0,1,0,0,0,0,1
88,87,86,91,86,88,1,0,0,0,1,0,1,0,1,1
88,92,85,90,86,88,1,0,0,0,1,0,1,0,1,1
89,80,89,86,86,90,0,0,0,0,1,0,0,0,0,1
89,81,86,86,86,87,0,0,0,0,1,0,0,0,0,1
88,78,85,84,86,85,0,0,0,0,0,0,0,0,0,0
88,81,86,89,85,88,0,0,0,0,1,0,0,1,0,1
89,90,86,92,86,89,1,0,0,0,1,0,0,0,0,1
87,77,87,80,84,86,0,0,0,0,1,0,0,0,0,0
88,79,86,84,86,87,0,0,0,0,1,0,0,1,0,0
89,79,86,83,87,88,0,0,0,1,1,0,0,0,0,1
89,85,86,90,86,88,0,0,0,0,1,1,0,0,0,1
86,77,84,84,85,87,0,0,0,0,1,0,0,0,0,0
86,78,83,86,86,85,0,0,0,0,1,0,0,0,0,0
89,78,89,87,86,87,0,0,0,0,1,0,0,0,0,1
88,82,86,87,86,88,0,0,0,0,1,0,0,0,0,1
88,92,86,88,86,84,0,0,0,0,1,0,0,1,0,1
90,79,87,81,87,87,0,0,0,0,1,0,0,0,0,1
90,82,87,84,84,91,0,0,0,0,1,0,0,0,0,1
89,88,85,82,89,89,0,0,0,0,1,0,0,0,0,1
90,82,88,85,92,91,1,0,1,0,1,1,0,0,0,1
89,89,88,83,92,89,1,1,0,0,0,0,0,0,0,1
88,89,85,82,89,89,1,0,0,0,1,1,1,0,0,1
88,78,85,80,87,87,0,0,0,0,1,0,1,0,1,0
88,80,86,83,87,86,0,0,0,0,0,0,0,0,0,1
88,91,87,85,89,89,1,0,0,0,1,0,0,0,0,1
88,94,87,82,89,89,1,0,0,0,1,0,0,0,0,1
88,78,86,81,84,88,0,0,0,0,1,0,0,0,0,0
90,92,87,84,92,89,1,0,0,0,1,0,0,0,0,1
89,83,85,87,89,91,1,0,0,0,0,1,0,0,0,1
90,80,87,84,92,90,1,0,0,0,1,0,0,0,0,1
89,89,88,88,89,91,1,0,0,0,1,0,0,0,0,1
88,83,85,86,84,89,0,0,0,0,1,0,0,0,0,1
90,85,85,85,89,90,0,0,0,0,1,0,0,0,0,1
88,81,82,82,89,88,0,0,0,0,1,0,0,0,0,1
88,93,86,84,86,89,1,0,0,0,1,0,0,0,0,1
89,84,87,83,89,87,0,0,0,0,1,0,0,0,0,1
88,77,87,86,91,90,0,0,0,0,1,1,0,0,1,1
87,86,87,83,86,90,0,0,0,0,0,1,0,0,0,1
88,88,86,84,91,88,1,0,0,0,1,0,0,0,0,1
86,78,87,80,84,88,0,0,0,0,1,0,1,0,0,0
88,81,84,83,89,87,0,0,0,0,1,1,0,0,0,1
88,91,86,85,91,89,1,0,0,0,1,0,0,0,0,1
89,92,85,83,89,86,1,0,0,0,1,0,0,0,0,1
88,91,86,87,91,88,1,0,0,0,1,0,0,0,0,1
88,78,85,83,89,86,0,0,0,0,1,1,1,1,0,1
88,82,87,82,86,88,0,0,0,0,1,1,0,1,0,1
89,87,87,87,89,90,1,0,0,1,1,0,0,0,0,1
88,78,86,87,89,91,0,0,0,0,1,0,0,0,0,1
86,79,86,82,86,85,0,0,0,0,1,0,0,0,0,0
86,89,85,83,89,87,0,0,0,0,1,0,1,0,0,1
88,83,86,82,89,87,0,0,0,0,1,0,0,1,0,1
88,81,86,86,86,86,0,0,0,0,1,0,0,1,0,1
86,78,84,80,87,88,0,0,0,0,1,1,0,1,0,1
86,78,86,82,89,88,0,0,0,0,1,0,1,1,0,0
89,84,86,87,89,89,0,0,0,0,1,0,1,0,0,1
86,78,86,88,86,88,1,0,0,0,0,1,0,0,0,1
84,78,85,79,83,85,0,0,0,0,1,0,1,0,0,1
85,78,86,81,83,86,0,0,0,0,1,0,0,1,0,0
87,78,85,81,83,88,0,0,1,0,1,0,1,0,0,0
88,79,86,88,89,88,0,0,0,0,1,0,0,0,0,0
84,78,84,84,85,84,0,0,0,1,0,0,0,1,0,1
86,78,84,81,84,83,0,0,0,0,1,0,0,0,0,0
86,79,84,84,82,86,0,0,0,0,1,0,0,0,0,0
84,77,83,80,85,84,0,0,0,0,1,1,0,0,0,0
88,81,86,86,89,88,0,0,0,0,1,0,0,0,0,0
85,78,84,83,83,85,0,0,0,0,1,0,0,0,0,1
89,92,86,88,85,88,0,0,0,0,1,1,1,0,0,0
88,79,86,87,85,87,1,0,0,0,1,0,0,0,0,1
85,78,84,80,84,83,0,0,0,0,1,0,0,1,0,1
88,77,86,90,86,88,0,0,1,0,1,1,0,0,0,0
88,78,85,94,86,86,0,0,0,0,1,0,0,0,0,1
86,80,83,85,87,86,0,0,0,0,0,0,1,0,0,1
85,77,83,84,87,85,0,0,0,0,1,0,0,0,0,0
88,77,86,85,86,91,0,0,0,0,1,0,1,0,0,0
88,78,85,83,84,88,0,0,0,0,1,0,0,1,0,1
86,77,84,86,82,85,0,0,0,0,1,0,0,0,0,0
88,79,85,86,86,89,0,0,0,0,1,0,0,0,0,0
86,78,85,84,82,85,0,0,0,0,0,1,1,0,0,1
87,78,85,84,84,88,0,0,0,0,1,0,1,0,0,0
88,78,86,84,88,91,0,0,1,0,1,1,0,0,0,0
84,77,83,79,82,84,0,0,0,0,1,0,0,0,0,1
87,78,86,87,84,85,0,0,0,0,1,0,0,0,0,0
87,78,85,85,82,86,0,0,1,0,1,0,1,0,0,0
84,77,84,88,84,87,0,0,0,0,1,1,0,0,0,0
88,90,87,90,88,87,0,0,0,1,1,1,0,1,1,0
87,78,86,88,88,85,1,0,0,1,1,0,0,1,0,1
89,79,86,89,86,89,0,0,0,0,1,0,0,0,0,1
87,84,86,84,84,86,0,0,0,0,1,0,0,0,0,1
85,81,83,83,83,83,0,0,0,0,1,0,0,0,0,0
87,82,85,83,86,88,0,0,0,0,1,0,0,1,0,1
85,80,81,80,83,80,0,0,0,0,1,0,0,0,0,0
90,82,87,84,86,89,0,0,1,0,0,0,0,0,0,1
87,80,85,82,85,88,0,0,0,1,1,0,0,0,0,0
85,81,84,82,85,86,0,0,0,0,0,0,0,0,0,0
87,81,80,87,85,88,0,0,0,0,1,0,0,0,0,0
87,81,84,82,85,84,0,0,0,0,1,0,0,0,0,0
85,78,81,78,84,83,0,0,0,0,1,1,1,0,1,0
85,80,81,78,84,79,0,0,1,0,1,0,0,0,0,0
87,81,88,82,84,88,0,0,0,0,1,0,0,1,0,0
86,83,86,81,85,84,0,0,0,0,1,0,0,0,0,0
86,79,85,81,85,87,0,0,0,0,1,0,1,0,0,0
87,83,84,84,85,88,0,0,0,0,1,1,0,0,0,1
89,84,87,85,86,92,0,0,0,0,1,0,1,0,1,1
87,81,86,83,86,88,0,0,0,0,0,0,0,0,0,0
89,83,89,80,85,86,0,0,0,0,1,0,0,0,0,1
89,83,86,89,86,91,1,0,0,0,1,0,0,0,0,1
85,78,85,86,84,86,0,0,0,0,0,0,0,1,0,0
89,82,81,83,86,88,0,0,0,0,1,0,0,0,0,1
90,83,87,86,86,88,0,0,0,0,1,1,0,1,0,1
87,81,84,82,85,86,0,0,0,0,1,0,1,0,0,0
89,82,80,83,86,86,0,0,0,0,1,0,0,0,0,0
86,79,84,79,86,88,0,0,0,0,1,0,1,0,1,0
88,83,85,83,86,89,0,0,0,0,1,1,0,0,0,1
84,82,81,80,84,85,0,0,0,0,1,0,0,0,0,0
87,84,86,85,85,90,0,0,0,0,1,0,0,0,0,1
88,82,88,83,86,91,0,0,0,0,1,1,0,0,0,1
87,81,86,82,86,88,0,0,0,0,1,0,0,1,0,1
88,83,86,80,85,87,0,0,0,1,1,1,0,0,0,1
88,83,84,87,85,87,0,0,0,0,1,0,0,0,0,1
87,85,84,84,85,84,0,0,0,0,1,0,1,0,0,0
88,82,85,91,86,87,0,0,0,0,0,0,0,0,0,1
86,82,85,85,86,88,0,0,0,0,1,0,0,0,0,1
86,83,80,84,85,85,0,0,0,0,1,1,0,0,0,0
86,83,79,76,85,87,0,0,0,0,1,0,0,0,0,0
87,85,86,86,86,87,0,0,0,0,0,0,0,0,0,1
86,85,79,84,86,84,0,0,0,0,1,0,0,0,0,0
85,83,85,76,85,85,0,0,0,0,1,0,0,0,0,0
87,85,83,87,85,86,0,0,0,0,0,0,0,0,0,1
88,83,83,85,85,86,0,0,0,0,1,0,1,0,0,1
84,79,85,78,83,81,0,0,1,0,1,0,0,0,0,0
87,81,82,83,86,86,0,0,0,0,1,0,0,0,0,0
86,83,82,85,86,85,0,0,0,0,1,0,0,0,0,0
85,85,87,83,86,85,0,0,0,0,0,0,0,0,0,1
85,80,81,82,85,85,0,0,0,1,0,0,0,0,0,0
85,79,80,80,83,84,0,0,0,0,1,0,0,0,0,0
88,84,83,85,85,85,0,0,0,0,1,0,0,0,0,0
86,83,83,87,86,87,0,1,1,0,1,0,0,0,0,1
86,83,83,85,86,84,0,0,1,0,1,0,0,0,0,0
88,84,83,82,86,84,0,0,0,0,1,0,0,0,0,0
86,84,82,84,85,85,0,0,0,0,1,0,0,0,0,0
86,83,83,88,86,86,0,0,0,0,1,0,0,0,0,1
86,83,80,83,85,88,0,0,0,1,0,0,0,0,0,0
88,84,87,92,86,87,0,0,0,0,1,0,1,0,0,1
86,85,86,87,85,86,0,0,1,0,1,0,0,0,1,1
86,83,84,87,85,85,0,0,0,0,1,0,0,0,0,1
86,84,86,81,85,83,0,0,0,0,1,0,0,0,0,0
87,86,86,81,86,88,0,0,0,0,1,0,0,0,0,1
86,84,88,84,85,85,0,0,0,0,1,0,0,0,0,1
88,83,87,81,86,87,0,0,0,0,1,0,0,0,0,1
86,89,86,79,86,87,0,0,0,0,1,0,1,0,0,1
87,85,84,82,86,86,0,0,0,1,1,0,0,1,0,1
86,81,85,82,86,84,0,0,0,0,1,0,0,0,0,0
87,84,85,81,86,84,0,0,0,0,1,0,0,1,0,0
85,80,84,80,85,85,0,1,1,0,1,0,0,0,0,0
86,85,87,87,85,87,0,1,1,0,0,1,0,0,0,1
88,85,86,80,86,87,0,0,0,0,1,0,0,0,0,1
86,81,82,83,86,83,0,0,0,0,1,1,1,0,0,0
85,84,82,83,86,85,0,0,0,0,1,1,0,1,0,0
83,77,75,76,83,80,0,0,0,0,1,1,0,0,0,0
88,82,82,88,86,82,0,1,1,0,1,0,1,0,0,0
87,82,83,81,84,84,0,0,0,0,1,0,0,0,0,0
87,82,84,89,86,85,0,0,0,0,1,1,1,1,0,1
82,76,75,75,78,79,0,0,0,1,1,0,0,0,0,0
87,84,83,89,86,85,0,0,1,0,1,0,1,0,1,1
89,83,85,89,86,88,0,0,0,0,1,1,0,0,0,1
86,82,84,85,84,85,0,0,0,0,1,1,1,0,0,0
87,79,83,86,85,82,0,0,0,0,1,0,0,1,0,0
85,79,75,84,85,84,0,0,0,0,1,1,0,0,0,0
87,83,84,91,86,84,0,0,0,0,0,0,0,0,0,1
85,82,83,81,86,83,0,0,0,0,1,0,0,0,1,0
87,84,85,84,86,84,0,0,0,0,1,1,0,0,0,0
87,84,81,90,86,82,0,1,1,0,1,0,0,0,0,0
88,84,86,91,86,83,0,0,0,0,1,0,0,0,0,1
88,83,82,83,86,84,0,0,1,0,1,0,0,0,0,0
86,82,83,86,85,84,0,0,0,0,1,1,0,0,0,0
84,81,81,86,85,80,0,0,0,0,1,0,0,0,1,0
89,84,85,86,85,84,0,0,0,0,1,0,0,0,0,1
84,79,81,85,80,81,0,0,0,0,1,0,0,1,0,0
88,81,85,87,85,83,0,0,0,0,0,0,0,0,0,0
87,83,84,88,86,84,0,0,0,0,1,0,0,0,0,1
87,83,84,87,86,86,0,0,0,0,1,1,0,0,0,1
86,84,83,87,85,81,0,0,0,0,1,1,0,0,0,0
88,83,82,89,86,86,0,0,0,0,1,0,1,0,0,1
86,82,81,81,84,82,0,0,0,0,1,0,0,0,0,0
86,83,82,87,85,82,0,0,0,0,1,0,1,0,0,0
87,84,83,87,86,83,0,0,0,0,1,0,0,0,0,1
87,83,85,80,85,87,0,0,1,0,0,0,0,0,0,0
88,84,86,85,85,83,0,0,0,0,1,0,0,0,0,1
86,83,84,90,85,84,0,0,0,0,1,0,1,1,1,1
87,83,83,88,84,81,0,0,0,0,1,0,1,0,0,0
82,79,75,77,80,77,0,0,0,0,1,0,0,0,0,0
83,78,78,77,79,80,0,0,0,0,1,0,0,0,0,0
88,85,84,90,86,90,0,0,0,0,0,0,0,0,0,1
86,85,88,81,86,88,0,0,0,1,1,0,0,0,0,1
85,86,86,87,86,86,0,0,0,0,1,0,0,0,0,1
87,86,84,84,85,86,0,0,1,0,1,1,0,0,0,1
88,86,85,85,86,91,1,0,0,0,1,0,0,0,0,1
88,86,85,83,86,89,0,0,0,0,1,0,0,0,0,1
88,86,85,85,86,87,0,0,0,0,1,0,0,0,1,1
90,86,86,84,86,91,1,0,0,0,1,0,0,0,0,1
86,86,80,77,86,86,0,0,0,0,1,0,1,0,0,0
88,86,85,85,85,87,0,0,0,0,1,1,1,0,0,1
86,86,83,87,84,87,0,0,0,1,1,0,0,0,0,0
90,86,86,84,86,89,0,0,0,0,1,0,0,0,0,1
84,84,81,82,85,85,0,0,0,0,1,0,0,0,0,0
87,86,85,82,84,89,0,0,0,0,1,0,0,0,0,1
86,86,84,85,85,87,0,0,1,1,1,1,0,0,0,1
89,86,84,85,86,90,0,0,0,0,1,0,0,0,0,1
88,86,86,85,86,90,0,0,0,0,1,0,0,0,1,1
90,86,87,85,86,90,1,0,0,0,1,0,1,0,0,1
89,86,86,83,85,90,0,0,0,0,1,0,1,0,1,1
87,82,83,79,85,90,0,0,0,0,1,0,0,0,0,0
87,82,79,84,84,89,0,0,0,0,1,0,0,0,0,0
86,82,83,84,86,87,0,0,0,0,1,0,0,0,0,0
89,84,83,84,85,88,0,0,0,0,1,1,0,0,0,1
88,83,80,83,86,90,0,0,0,1,1,0,0,0,0,1
88,83,83,82,86,89,0,0,0,0,1,0,0,0,0,1
88,85,83,83,85,90,0,0,0,0,0,0,1,1,1,1
87,83,86,84,85,90,0,0,0,0,1,1,0,1,0,1
86,83,82,83,85,88,0,0,0,0,1,0,0,0,0,0
87,81,81,82,86,90,0,0,0,0,1,0,0,0,0,0
89,83,84,86,86,91,0,0,0,0,0,0,0,0,0,1
87,83,84,86,86,90,0,0,0,1,0,1,0,1,0,1
90,84,84,90,86,89,0,0,0,0,1,0,0,0,0,1
88,82,85,83,86,90,0,0,0,0,1,0,0,0,0,1
86,84,84,86,86,87,0,0,0,0,1,0,0,0,0,1
89,83,83,87,86,91,0,0,1,0,1,0,1,0,0,1
87,85,86,85,86,91,0,0,0,0,0,0,1,0,0,1
90,83,82,87,86,93,0,0,0,1,1,0,0,0,0,1
89,86,88,81,86,89,0,0,0,0,0,1,0,0,0,1
86,86,82,82,84,88,0,0,0,0,1,0,0,0,0,0
86,86,83,81,85,86,0,0,0,0,1,1,0,0,0,0
86,86,85,80,85,86,0,0,0,0,1,1,0,0,0,0
87,86,86,83,85,85,0,0,0,0,1,0,0,0,0,1
90,86,85,81,86,89,0,0,0,0,1,0,0,1,0,1
88,86,84,81,85,87,0,0,0,0,1,0,0,1,0,1
81,84,80,76,85,86,0,0,0,0,1,0,0,0,0,0
85,86,83,87,85,88,0,0,0,0,1,0,0,0,0,1
87,86,84,82,86,86,0,0,0,0,1,0,0,0,0,1
86,86,87,85,86,85,0,0,0,0,1,0,0,1,0,1
88,86,84,78,85,84,0,0,0,0,1,0,0,0,0,0
85,86,86,77,86,84,0,0,0,1,1,1,0,0,0,0
89,86,84,83,86,89,0,0,0,0,1,1,0,0,0,1
88,84,84,88,86,89,0,0,0,0,0,1,0,0,0,1
86,84,82,77,83,84,0,0,0,0,1,1,0,0,0,0
89,86,85,83,86,90,0,0,0,0,1,0,0,0,0,1
86,86,84,79,84,86,0,0,0,0,1,1,0,0,0,0
87,83,84,80,84,85,0,0,0,1,1,0,0,0,1,0
88,83,87,82,86,91,0,0,0,0,1,0,1,0,0,1
86,83,82,80,86,89,0,0,0,0,1,1,0,0,0,0
87,83,85,82,85,89,0,0,0,0,1,0,1,0,1,1
86,83,82,86,86,89,0,0,0,0,1,0,0,0,0,1
87,83,83,79,86,87,0,0,0,0,1,1,0,0,0,0
88,83,85,83,86,88,0,0,0,0,1,0,1,0,0,1
89,83,84,81,85,92,0,0,0,0,1,0,0,1,0,1
89,83,86,82,86,90,0,0,0,0,1,1,0,0,0,1
87,83,86,85,86,90,0,1,0,0,1,0,0,0,0,1
87,83,83,83,86,88,0,0,0,0,1,0,0,0,0,1
85,83,80,75,86,87,0,0,0,0,1,0,1,0,0,0
86,83,82,82,86,88,0,0,0,0,1,0,0,1,0,1
87,83,82,82,86,89,0,0,0,0,1,0,0,0,0,1
89,83,84,82,86,88,0,0,0,0,1,0,0,0,0,1
90,83,86,82,85,89,0,0,0,0,1,1,0,0,0,1
88,83,81,82,85,87,0,0,0,0,1,0,0,0,0,0
87,82,86,83,86,87,0,0,0,0,0,0,0,0,0,1
86,81,83,81,84,87,0,0,0,0,1,0,0,0,0,0
89,82,86,83,86,90,0,0,0,0,1,0,0,0,0,1
88,84,82,80,85,88,0,0,0,0,1,0,0,0,0,0
88,85,86,100,86,91,1,0,0,0,1,0,0,0,0,1
88,85,86,92,85,88,1,0,0,0,0,0,0,0,0,1
88,84,86,85,86,88,0,0,0,0,1,0,0,0,0,1
88,81,86,83,84,87,0,0,0,0,1,0,0,0,0,1
89,90,87,83,85,90,0,0,0,0,1,0,0,0,0,1
86,83,83,85,85,86,0,0,0,0,1,0,0,1,0,0
90,89,86,83,85,93,1,1,0,0,1,0,0,0,0,1
89,85,86,95,85,88,1,0,0,0,1,0,0,0,0,1
90,88,86,87,86,88,1,0,0,0,1,0,0,0,0,1
89,84,87,80,85,89,0,0,0,0,1,0,0,0,0,1
88,89,84,84,85,87,0,0,0,0,1,0,0,1,0,1
86,82,84,83,83,86,0,0,0,1,1,0,0,0,0,1
91,87,86,83,85,90,1,0,0,0,1,0,0,0,0,1
88,78,83,84,85,88,0,0,0,1,1,1,0,1,0,0
88,83,86,87,86,90,0,0,0,0,0,0,0,0,0,1
89,86,84,88,85,88,0,0,0,0,1,0,0,1,0,1
89,86,84,86,85,89,0,0,0,0,1,0,0,0,0,1
90,83,84,87,85,91,0,0,0,0,1,0,0,0,0,1
90,83,86,86,86,89,0,0,0,0,1,0,0,0,0,1
90,87,86,88,85,89,1,0,0,0,1,0,0,0,0,1
89,85,85,86,85,92,1,0,0,0,1,0,1,0,1,1
87,75,85,87,85,85,0,0,0,0,1,0,0,1,0,0
90,82,86,83,86,91,1,0,0,0,1,0,0,1,0,1
88,82,82,78,84,86,0,0,0,0,1,0,0,0,0,0
90,87,86,84,85,91,1,0,0,0,1,0,0,0,0,1
89,84,86,85,85,86,0,0,0,0,1,0,0,0,0,1
90,86,85,84,86,91,1,0,0,0,1,0,0,1,0,1
90,85,85,88,85,90,1,0,0,0,1,0,0,0,0,1
88,83,85,82,85,87,0,0,0,0,1,0,0,0,0,0
90,83,86,83,85,88,0,0,0,0,1,0,0,0,0,1
90,85,86,80,85,91,0,0,0,0,1,0,0,0,0,1
91,83,86,87,85,88,0,0,0,0,1,1,0,0,0,1
89,85,80,84,85,87,0,0,0,0,1,0,0,1,0,1
87,85,87,85,84,84,0,0,0,0,0,0,0,0,0,1
85,76,79,77,85,82,0,0,0,0,1,0,1,0,0,0
89,82,86,82,84,88,0,0,1,0,1,0,0,0,0,1
85,85,83,84,85,85,0,0,0,0,1,0,0,0,0,1
90,88,86,87,86,91,1,0,0,0,0,0,0,0,0,1
89,82,83,82,86,90,0,0,0,0,1,0,0,0,0,1
85,81,81,77,84,85,0,0,0,0,1,0,0,0,0,0
89,84,87,88,85,92,1,0,0,0,0,0,0,1,0,1
88,82,82,82,84,83,0,0,0,0,1,0,1,0,0,0
89,84,87,86,86,90,1,0,0,0,1,0,0,0,0,1
89,85,87,84,86,92,1,0,0,0,1,0,0,1,0,1
85,78,78,83,84,85,0,0,0,0,1,0,1,1,0,0
88,80,84,84,84,83,0,0,0,0,1,0,0,0,0,0
88,83,86,84,84,88,0,0,0,0,1,0,0,0,0,1
86,80,81,81,83,84,0,0,0,0,1,0,1,0,0,0
85,80,81,79,84,86,0,0,0,0,1,0,0,0,0,0
84,75,75,80,81,82,0,0,0,0,1,0,0,0,0,0
86,80,84,80,83,87,0,0,0,1,1,0,0,1,0,0
87,78,77,81,86,81,0,0,0,0,1,0,0,0,0,0
89,84,86,95,86,88,1,1,1,0,1,1,0,0,0,1
89,82,86,87,85,91,0,0,0,0,1,0,0,0,0,1
89,80,86,87,85,89,0,0,0,0,1,0,0,0,0,1
88,84,84,85,85,88,0,0,0,1,0,0,0,1,0,1
88,79,85,84,84,90,0,0,0,0,1,0,0,0,0,1
86,80,79,82,83,84,0,0,0,0,1,0,0,0,0,0
87,83,82,84,84,88,0,0,0,0,1,0,0,0,0,1
88,83,86,84,85,88,0,0,0,0,1,1,0,0,0,1
87,84,82,81,84,87,0,0,0,0,1,0,0,0,0,1
89,81,83,83,84,90,0,0,1,0,1,0,0,0,0,1
86,76,82,79,83,83,0,0,0,0,1,0,1,0,0,0
88,78,79,79,84,83,0,0,0,0,1,0,0,0,0,0
86,78,78,84,85,85,0,0,0,0,1,0,0,0,0,0
88,79,84,83,85,87,0,0,1,1,1,1,0,0,1,0
87,82,86,80,85,87,0,0,0,0,1,1,0,0,0,0
88,82,86,96,85,89,1,0,0,0,1,0,0,0,0,1
86,85,81,82,81,83,0,0,0,1,1,0,0,1,1,0
88,78,86,84,84,88,0,1,1,0,1,0,0,0,0,0
90,82,86,88,86,88,0,0,0,0,1,0,0,1,0,1
90,84,86,89,86,91,1,0,0,0,1,0,0,0,0,1
89,79,84,82,86,85,0,0,0,0,0,0,0,0,0,0
90,83,87,80,86,89,0,0,0,0,1,0,0,0,0,1
88,84,87,93,86,89,1,0,0,1,0,0,0,0,0,1
89,83,86,82,86,91,0,0,0,0,1,0,1,0,0,1
88,79,83,80,85,82,0,0,0,0,1,0,0,1,0,0
91,82,86,82,85,89,0,0,0,0,1,1,0,0,0,1
89,80,86,81,85,86,0,0,0,0,1,0,1,0,0,1
89,82,86,81,86,89,0,0,0,0,1,0,1,0,1,1
87,80,79,76,83,82,0,0,0,0,1,1,0,0,0,0
88,83,86,88,86,90,1,0,0,0,1,0,0,0,0,1
89,83,86,88,86,88,0,0,0,0,1,0,1,0,1,1
90,85,86,87,86,89,1,0,0,0,1,0,0,0,0,1
90,85,83,83,85,86,0,0,0,0,1,0,0,0,0,1
89,81,83,84,84,86,0,0,1,0,1,1,0,0,1,0
90,81,87,88,86,90,1,0,0,0,1,1,0,0,0,1
88,79,84,83,84,85,0,0,0,0,1,0,0,0,0,0
90,87,86,85,86,89,1,0,0,0,0,0,0,0,0,1
90,86,86,94,86,88,1,0,0,0,1,0,0,1,0,1
90,88,85,90,86,87,1,0,0,0,1,1,0,0,0,1
90,85,85,86,85,89,0,0,0,0,1,0,0,0,0,1
89,82,83,85,86,87,0,0,0,0,1,0,0,0,0,1
87,79,83,88,85,87,0,0,0,0,1,1,0,1,0,1
88,85,80,83,85,86,0,0,0,0,1,0,0,1,0,0
88,79,86,87,84,86,0,0,0,0,1,0,0,0,0,0
88,84,85,85,84,86,0,0,0,0,1,1,0,0,0,1
87,77,82,82,83,85,0,0,0,0,1,0,0,0,0,0
88,78,84,85,84,84,0,0,0,0,1,0,0,0,0,0
88,82,83,86,85,90,0,0,0,0,1,0,0,0,0,1
90,83,85,82,86,89,0,0,0,0,1,0,0,0,0,1
92,84,87,85,86,90,1,0,0,0,1,0,0,0,0,1
87,77,77,82,84,80,0,0,0,1,1,1,0,0,0,0
88,84,85,84,85,87,0,0,0,1,1,0,0,0,0,1
91,85,87,91,86,89,1,0,0,0,1,0,0,0,0,1
89,85,84,81,84,92,0,0,0,0,1,1,0,1,0,1
90,87,85,84,85,92,0,0,0,0,1,1,0,0,0,1
87,81,76,78,84,87,0,0,0,0,1,1,0,1,0,0
90,84,85,83,85,91,0,0,0,0,1,1,0,1,0,1
87,79,82,80,86,86,0,0,0,0,1,0,1,0,0,0
88,84,81,81,83,89,0,0,0,0,1,0,0,0,0,0
84,77,75,75,83,80,0,0,0,0,1,0,0,0,0,0
91,85,86,81,85,91,0,0,0,0,1,0,0,0,0,1
87,76,83,75,83,82,0,0,0,0,1,0,0,0,0,0
87,79,82,80,86,84,0,0,0,0,1,0,0,0,0,0
87,81,82,79,83,84,0,0,0,0,1,1,1,0,0,0
85,75,80,79,80,79,0,0,0,0,1,0,0,1,0,0
86,85,81,80,83,85,0,0,0,0,1,1,0,0,0,0
88,81,80,78,84,84,0,0,0,0,1,0,1,0,0,0
90,86,86,82,84,90,0,0,0,0,1,0,0,0,0,1
87,82,81,79,84,84,0,0,0,0,1,0,1,0,0,0
90,89,86,90,86,89,1,0,0,0,1,0,0,0,0,1
88,80,83,88,84,84,0,0,1,1,1,0,0,0,1,0
88,85,86,83,84,90,0,0,1,1,1,0,0,0,0,1
89,86,86,85,86,93,1,0,1,0,1,1,0,0,0,1
91,84,86,80,85,91,0,0,0,0,1,1,1,1,1,1
84,75,75,77,83,82,0,0,0,0,1,0,0,0,0,0
86,76,82,81,81,83,0,1,1,0,1,1,0,0,0,0
87,78,82,80,84,81,0,0,0,0,1,0,0,0,0,0
90,87,87,83,86,91,1,0,0,0,1,1,0,0,0,1
88,85,86,87,86,89,0,0,0,0,1,0,0,0,0,1
89,86,86,84,86,88,0,0,0,0,1,1,0,0,0,1
89,83,84,80,85,88,0,0,1,0,1,0,0,0,0,0
89,81,85,81,85,89,0,0,0,0,1,0,0,0,0,0
89,86,83,81,85,90,0,0,0,0,0,1,0,0,0,1
87,83,82,91,84,89,0,0,0,0,1,0,0,1,0,1
89,84,84,82,86,91,0,0,0,0,1,0,0,0,0,1
87,77,82,80,84,86,0,0,0,0,1,0,1,0,0,0
89,81,82,91,84,84,0,0,0,0,0,0,0,0,0,1
88,85,84,81,85,90,0,0,0,0,1,0,0,0,0,1
88,85,82,83,84,86,0,0,0,0,1,0,0,0,0,0
